scan,mask,mask_coverage
data/scans/bjorke_1.png,data/masks/bjorke_1.png,13.711785709156711
data/scans/bjorke_10.png,data/masks/bjorke_10.png,10.60610154095818
data/scans/bjorke_100.png,data/masks/bjorke_100.png,5.983367620729933
data/scans/bjorke_11.png,data/masks/bjorke_11.png,5.739770029105393
data/scans/bjorke_12.png,data/masks/bjorke_12.png,8.09958065257353
data/scans/bjorke_13.png,data/masks/bjorke_13.png,4.730259016448376
data/scans/bjorke_14.png,data/masks/bjorke_14.png,5.511978747797948
data/scans/bjorke_15.png,data/masks/bjorke_15.png,3.337369432636336
data/scans/bjorke_16.png,data/masks/bjorke_16.png,10.264790852864584
data/scans/bjorke_17.png,data/masks/bjorke_17.png,1.5996506634880516
data/scans/bjorke_18.png,data/masks/bjorke_18.png,2.4382587507659315
data/scans/bjorke_19.png,data/masks/bjorke_19.png,2.819803275314032
data/scans/bjorke_2.png,data/masks/bjorke_2.png,23.627292408662687
data/scans/bjorke_20.png,data/masks/bjorke_20.png,15.234907561657476
data/scans/bjorke_21.png,data/masks/bjorke_21.png,3.076318479051777
data/scans/bjorke_22.png,data/masks/bjorke_22.png,5.925095502068015
data/scans/bjorke_23.png,data/masks/bjorke_23.png,0.07956411324295344
data/scans/bjorke_24.png,data/masks/bjorke_24.png,11.964210061465993
data/scans/bjorke_25.png,data/masks/bjorke_25.png,0.7346134559780945
data/scans/bjorke_26.png,data/masks/bjorke_26.png,9.815275902841606
data/scans/bjorke_27.png,data/masks/bjorke_27.png,2.2336368934780944
data/scans/bjorke_28.png,data/masks/bjorke_28.png,1.7301028382544426
data/scans/bjorke_29.png,data/masks/bjorke_29.png,4.181714525409774
data/scans/bjorke_3.png,data/masks/bjorke_3.png,0.3158120548023897
data/scans/bjorke_30.png,data/masks/bjorke_30.png,18.57879489075904
data/scans/bjorke_31.png,data/masks/bjorke_31.png,9.347257427140779
data/scans/bjorke_32.png,data/masks/bjorke_32.png,6.452840169270834
data/scans/bjorke_33.png,data/masks/bjorke_33.png,24.09065695369945
data/scans/bjorke_34.png,data/masks/bjorke_34.png,2.838254442401961
data/scans/bjorke_35.png,data/masks/bjorke_35.png,4.9125611548330275
data/scans/bjorke_36.png,data/masks/bjorke_36.png,4.777253094841453
data/scans/bjorke_37.png,data/masks/bjorke_37.png,4.380222395354626
data/scans/bjorke_38.png,data/masks/bjorke_38.png,3.573464786305147
data/scans/bjorke_39.png,data/masks/bjorke_39.png,5.111553715724572
data/scans/bjorke_4.png,data/masks/bjorke_4.png,6.260893578622856
data/scans/bjorke_40.png,data/masks/bjorke_40.png,7.236061844171263
data/scans/bjorke_41.png,data/masks/bjorke_41.png,2.0512031106387867
data/scans/bjorke_42.png,data/masks/bjorke_42.png,7.731357649260877
data/scans/bjorke_43.png,data/masks/bjorke_43.png,8.821930230832567
data/scans/bjorke_44.png,data/masks/bjorke_44.png,4.797542796415441
data/scans/bjorke_45.png,data/masks/bjorke_45.png,1.3394524069393383
data/scans/bjorke_46.png,data/masks/bjorke_46.png,4.272392123353248
data/scans/bjorke_47.png,data/masks/bjorke_47.png,1.4922033571729474
data/scans/bjorke_48.png,data/masks/bjorke_48.png,8.342108633003983
data/scans/bjorke_49.png,data/masks/bjorke_49.png,0.0
data/scans/bjorke_5.png,data/masks/bjorke_5.png,2.522738587622549
data/scans/bjorke_50.png,data/masks/bjorke_50.png,2.2804813758999694
data/scans/bjorke_51.png,data/masks/bjorke_51.png,2.934426700367647
data/scans/bjorke_52.png,data/masks/bjorke_52.png,20.435906204522826
data/scans/bjorke_53.png,data/masks/bjorke_53.png,1.7888431923062196
data/scans/bjorke_54.png,data/masks/bjorke_54.png,14.790579103956036
data/scans/bjorke_55.png,data/masks/bjorke_55.png,5.702453314089308
data/scans/bjorke_56.png,data/masks/bjorke_56.png,12.576178756414675
data/scans/bjorke_57.png,data/masks/bjorke_57.png,1.5056999056946998
data/scans/bjorke_58.png,data/masks/bjorke_58.png,10.046080047009038
data/scans/bjorke_59.png,data/masks/bjorke_59.png,12.621056051815259
data/scans/bjorke_6.png,data/masks/bjorke_6.png,1.7943752513212317
data/scans/bjorke_60.png,data/masks/bjorke_60.png,14.640618118585326
data/scans/bjorke_61.png,data/masks/bjorke_61.png,25.770010854683672
data/scans/bjorke_62.png,data/masks/bjorke_62.png,1.7650783763212317
data/scans/bjorke_63.png,data/masks/bjorke_63.png,1.372975368125766
data/scans/bjorke_64.png,data/masks/bjorke_64.png,2.445295745251226
data/scans/bjorke_65.png,data/masks/bjorke_65.png,0.639032102098652
data/scans/bjorke_66.png,data/masks/bjorke_66.png,2.9813220454197307
data/scans/bjorke_67.png,data/masks/bjorke_67.png,1.3220738429649204
data/scans/bjorke_68.png,data/masks/bjorke_68.png,4.850110820695466
data/scans/bjorke_69.png,data/masks/bjorke_69.png,4.4994040096507355
data/scans/bjorke_7.png,data/masks/bjorke_7.png,2.5724986955231315
data/scans/bjorke_70.png,data/masks/bjorke_70.png,13.408056520948223
data/scans/bjorke_71.png,data/masks/bjorke_71.png,6.775226967007507
data/scans/bjorke_72.png,data/masks/bjorke_72.png,9.425301645316331
data/scans/bjorke_73.png,data/masks/bjorke_73.png,10.398100310680913
data/scans/bjorke_74.png,data/masks/bjorke_74.png,3.713501574946385
data/scans/bjorke_75.png,data/masks/bjorke_75.png,1.484801348517923
data/scans/bjorke_76.png,data/masks/bjorke_76.png,6.072716806449143
data/scans/bjorke_77.png,data/masks/bjorke_77.png,12.850335813036153
data/scans/bjorke_78.png,data/masks/bjorke_78.png,7.884427238913144
data/scans/bjorke_79.png,data/masks/bjorke_79.png,7.900727215935203
data/scans/bjorke_8.png,data/masks/bjorke_8.png,25.975006701899513
data/scans/bjorke_80.png,data/masks/bjorke_80.png,20.563017901252298
data/scans/bjorke_81.png,data/masks/bjorke_81.png,7.025761323816637
data/scans/bjorke_82.png,data/masks/bjorke_82.png,1.2553869509229474
data/scans/bjorke_83.png,data/masks/bjorke_83.png,3.337336521522672
data/scans/bjorke_84.png,data/masks/bjorke_84.png,1.7948001038794426
data/scans/bjorke_85.png,data/masks/bjorke_85.png,5.333678301642923
data/scans/bjorke_86.png,data/masks/bjorke_86.png,8.551224353266697
data/scans/bjorke_87.png,data/masks/bjorke_87.png,2.645132027420343
data/scans/bjorke_88.png,data/masks/bjorke_88.png,15.885168337354473
data/scans/bjorke_89.png,data/masks/bjorke_89.png,5.891415465111827
data/scans/bjorke_9.png,data/masks/bjorke_9.png,19.637958302217374
data/scans/bjorke_90.png,data/masks/bjorke_90.png,0.44638989018458947
data/scans/bjorke_91.png,data/masks/bjorke_91.png,5.996831258138021
data/scans/bjorke_92.png,data/masks/bjorke_92.png,3.0873736213235294
data/scans/bjorke_93.png,data/masks/bjorke_93.png,3.903937246285233
data/scans/bjorke_94.png,data/masks/bjorke_94.png,3.0010507621017157
data/scans/bjorke_95.png,data/masks/bjorke_95.png,3.556935927447151
data/scans/bjorke_96.png,data/masks/bjorke_96.png,2.9856064740349266
data/scans/bjorke_97.png,data/masks/bjorke_97.png,19.069768868240658
data/scans/bjorke_98.png,data/masks/bjorke_98.png,2.520271750057445
data/scans/bjorke_99.png,data/masks/bjorke_99.png,17.07354975681679
data/scans/Jun_coronacases_case10_100.png,data/masks/Jun_coronacases_case10_100.png,2.4066925048828125
data/scans/Jun_coronacases_case10_101.png,data/masks/Jun_coronacases_case10_101.png,2.294921875
data/scans/Jun_coronacases_case10_102.png,data/masks/Jun_coronacases_case10_102.png,2.361297607421875
data/scans/Jun_coronacases_case10_103.png,data/masks/Jun_coronacases_case10_103.png,2.5493621826171875
data/scans/Jun_coronacases_case10_104.png,data/masks/Jun_coronacases_case10_104.png,2.42767333984375
data/scans/Jun_coronacases_case10_105.png,data/masks/Jun_coronacases_case10_105.png,2.1907806396484375
